D_INTERVIEW	B_COUNTRY	H_URBRURAL	S_INTLANGUAGE	Q260	X003R	Q266	Q267	Q268	Q272	Q275	Q288	Q289
458070720	Malaysia	Urban	Malay; Malaysian	Male	35-44 years	Malaysia	Malaysia	Malaysia	Standard Chinese; Mandarin; Putonghua; Guoyu	Short-cycle tertiary education (ISCED 5)	4.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
643071431	Russia	Urban	Russian	Male	25-34 years	Russia	Russia	Russia	Russian	Short-cycle tertiary education (ISCED 5)	7.0	Orthodox (Russian/Greek/etc.)
703070098	Slovakia	Urban	Slovak	Female	25-34 years	Slovakia	Slovakia	Slovakia	Slovak	Master or equivalent (ISCED 7)	7.0	Protestant
422070623	Lebanon	Urban	Arabic	Male	16-24 years	Lebanon	Lebanon	Lebanon	Arabic	Bachelor or equivalent (ISCED 6)	6.0	Roman Catholic
410071075	South Korea	Urban	Korean	Male	55-64 years	South Korea	South Korea	South Korea	Korean	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
840072475	United States	Urban	English	Male	25-34 years	United States	United States	United States	English	Post-secondary non-tertiary education (ISCED 4)	4.0	Do not belong to a denomination
156072586	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	55-64 years				Other Chinese dialects	Bachelor or equivalent (ISCED 6)	1.0	
218070488	Ecuador	Urban	Spanish; Castilian	Male	65 and over	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Early childhood education (ISCED 0) / no education	1.0	Roman Catholic
703070722	Slovakia	Urban	Slovak	Female	35-44 years	Slovakia	Slovakia	Slovakia	Hungarian	Lower secondary education (ISCED 2)	4.0	Roman Catholic
392071163	Japan	Urban	Japanese	Female	55-64 years	Japan	Japan	Japan	Japanese	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
642070779	Romania	Rural	Romanian, Moldavian, Moldovan	Male	65 and over	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Primary education (ISCED 1)	5.0	Roman Catholic
703070190	Slovakia	Urban	Slovak	Male	65 and over	Slovakia	Slovakia	Slovakia	Slovak	Master or equivalent (ISCED 7)	5.0	Roman Catholic
909070314	Northern Ireland	Urban	English	Female	55-64 years	United Kingdom			English	Bachelor or equivalent (ISCED 6)		Roman Catholic
554070030	New Zealand	Urban	English	Female	55-64 years	New Zealand	New Zealand	New Zealand	English	Lower secondary education (ISCED 2)	9.0	Do not belong to a denomination
360073156	Indonesia	Urban	Indonesian	Female	35-44 years	Indonesia	Indonesia	Indonesia	Indonesian	Bachelor or equivalent (ISCED 6)	7.0	Muslim
496071102	Mongolia	Rural	Mongolian	Female	45-54 years	Mongolia	Mongolia	Mongolia	Mongolian	Bachelor or equivalent (ISCED 6)	8.0	Do not belong to a denomination
32070928	Argentina	Rural	Spanish; Castilian	Male	55-64 years	Argentina			Spanish; Castilian	Early childhood education (ISCED 0) / no education	8.0	Roman Catholic
702071808	Singapore	Urban	English	Female	45-54 years	Singapore	Singapore	Singapore	English	Short-cycle tertiary education (ISCED 5)	7.0	Buddhist
586071050	Pakistan	Rural	Urdu	Male	25-34 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Upper secondary education (ISCED 3)	5.0	Muslim
703071155	Slovakia	Urban	Slovak	Female	25-34 years	Russia	Russia		Other	Short-cycle tertiary education (ISCED 5)	6.0	Do not belong to a denomination
818071120	Egypt	Rural	Arabic	Male	55-64 years	Egypt	Egypt	Egypt	Arabic	Bachelor or equivalent (ISCED 6)	4.0	Muslim
608070228	Philippines	Urban	Filipino; Pilipino	Female	35-44 years	Philippines	Philippines	Philippines	Hiligaynon; Ilonggo	Lower secondary education (ISCED 2)	5.0	Roman Catholic
124072662	Canada	Urban	French	Female	25-34 years	Canada	Canada	Canada	French	Bachelor or equivalent (ISCED 6)	7.0	Do not belong to a denomination
124072867	Canada	Urban	English	Female	35-44 years	Canada	Canada	Canada	English	Lower secondary education (ISCED 2)	1.0	Other
804070818	Ukraine	Rural	Ukrainian	Female	35-44 years	Ukraine	Ukraine	Ukraine	Ukrainian	Short-cycle tertiary education (ISCED 5)	6.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
344071530	Hong Kong SAR	Urban	Cantonese	Female	45-54 years	Hong Kong SAR			Cantonese	Lower secondary education (ISCED 2)	6.0	Do not belong to a denomination
643070208	Russia	Rural	Russian	Female	55-64 years	Russia	Russia	Russia	Russian	Upper secondary education (ISCED 3)	3.0	Do not belong to a denomination
231070403	Ethiopia	Urban	Amharic	Female	35-44 years	Ethiopia	Ethiopia	Ethiopia	Amharic	Post-secondary non-tertiary education (ISCED 4)	5.0	Orthodox (Russian/Greek/etc.)
643071421	Russia	Urban	Russian	Female	45-54 years	Russia	Azerbaijan	Azerbaijan	Russian	Master or equivalent (ISCED 7)	8.0	Orthodox (Russian/Greek/etc.)
792071006	Turkey	Urban	Turkish	Male	25-34 years	Turkey	Turkey	Turkey		Upper secondary education (ISCED 3)	6.0	Muslim
462070089	Maldives	Rural	1105	Male	16-24 years	462	462	462	1105	Primary education (ISCED 1)	6.0	Muslim
554070895	New Zealand	Urban	English	Female	65 and over	New Zealand	New Zealand	New Zealand	English	Lower secondary education (ISCED 2)	1.0	Roman Catholic
764070899	Thailand	Urban	Thai; Central Thai	Male	45-54 years	Thailand	Thailand	Thailand	Esan	Lower secondary education (ISCED 2)	4.0	Buddhist
558070051	Nicaragua	Rural	Spanish; Castilian	Male	16-24 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Upper secondary education (ISCED 3)	8.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
496070798	Mongolia	Urban	Mongolian	Female	55-64 years	Mongolia	Mongolia	Mongolia	Mongolian	Short-cycle tertiary education (ISCED 5)	8.0	Roman Catholic
586071342	Pakistan	Rural	Urdu	Male	25-34 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Bachelor or equivalent (ISCED 6)	5.0	Muslim
410070856	South Korea	Urban	Korean	Female	45-54 years	South Korea	South Korea	South Korea	Korean	Bachelor or equivalent (ISCED 6)	7.0	Do not belong to a denomination
124074801	Canada	Urban	English	Female	65 and over	Ukraine	Ukraine	Ukraine	English	Bachelor or equivalent (ISCED 6)	2.0	Do not belong to a denomination
528071951	Netherlands	Urban	Dutch; Flemish	Male	35-44 years	Armenia	Armenia	Armenia	1190	Upper secondary education (ISCED 3)	4.0	Other
124071212	Canada	Urban	English	Female	45-54 years	Venezuela	Venezuela	Venezuela	English	Short-cycle tertiary education (ISCED 5)	7.0	Protestant
496071302	Mongolia	Urban	Mongolian	Female	25-34 years	Mongolia	Mongolia	Mongolia	Mongolian	Master or equivalent (ISCED 7)	5.0	Buddhist
76071081	Brazil	Urban	Portuguese	Female	16-24 years	Brazil	Brazil	Brazil	Portuguese	Upper secondary education (ISCED 3)		Roman Catholic
643070869	Russia	Rural	Russian	Male	16-24 years	Russia	Russia	Russia	Russian	Upper secondary education (ISCED 3)	6.0	
104070680	Myanmar	Rural	Burmese	Female	55-64 years	Myanmar	Myanmar	Myanmar	Burmese	Primary education (ISCED 1)	3.0	Buddhist
32070490	Argentina	Urban	Spanish; Castilian	Male	25-34 years	Argentina			Spanish; Castilian	Upper secondary education (ISCED 3)	6.0	Roman Catholic
276070192	Germany	Urban	German	Female	55-64 years	Germany	Germany	Germany	German	Upper secondary education (ISCED 3)	3.0	Protestant
32070770	Argentina	Urban	Spanish; Castilian	Female	25-34 years	Argentina	Argentina	Argentina	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	5.0	Other
231070119	Ethiopia	Rural	Amharic	Female	16-24 years	Ethiopia	Ethiopia	Ethiopia	Sidamo; Sidaama; Sidaamu Afoo	Primary education (ISCED 1)	3.0	Protestant
446070022	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years	China	China	China	Cantonese	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
642070894	Romania	Urban	Romanian, Moldavian, Moldovan	Male	55-64 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Doctoral or equivalent (ISCED 8)	7.0	Orthodox (Russian/Greek/etc.)
170072375	Colombia	Urban	Spanish; Castilian	Male	65 and over	Colombia	Colombia	Colombia	Spanish; Castilian	Master or equivalent (ISCED 7)	6.0	Do not belong to a denomination
417071080	Kyrgyzstan	Urban	Kirghiz; Kyrgyz	Male	45-54 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Upper secondary education (ISCED 3)		Muslim
702070694	Singapore	Urban	English	Female	35-44 years	Singapore	Singapore	Singapore	English	Bachelor or equivalent (ISCED 6)	5.0	Muslim
32070400	Argentina	Urban	Spanish; Castilian	Female	35-44 years	Argentina	Argentina	Argentina	Spanish; Castilian	Primary education (ISCED 1)	5.0	Roman Catholic
320070410	Guatemala	Urban	Spanish; Castilian	Female	16-24 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian		7.0	Roman Catholic
462070088	Maldives	Rural	1105	Male	16-24 years	462	462	462	1105	Lower secondary education (ISCED 2)	6.0	Muslim
276070969	Germany	Rural	German	Female	45-54 years	Germany	Germany	Poland	German	Upper secondary education (ISCED 3)	3.0	Do not belong to a denomination
320070798	Guatemala	Urban	Spanish; Castilian	Male	16-24 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
364071725	Iran	Urban	Persian; Farsi; Dari	Female	25-34 years	Iran	Iran	Iran	Azerbaijani; Azeri	Bachelor or equivalent (ISCED 6)	1.0	Muslim
630070167	Puerto Rico	Urban	Spanish; Castilian	Female	25-34 years	Puerto Rico	Puerto Rico	Puerto Rico	Other	Bachelor or equivalent (ISCED 6)	4.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
484070176	Mexico	Rural	Spanish; Castilian	Male	45-54 years	Mexico	Mexico	Mexico	Spanish; Castilian	Upper secondary education (ISCED 3)	4.0	Roman Catholic
68071610	Bolivia	Urban	Spanish; Castilian	Male	65 and over	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
51070124	Armenia	Urban	Armenian; Hayeren	Female	65 and over	Armenia	Armenia	Armenia	Armenian; Hayeren	Post-secondary non-tertiary education (ISCED 4)	1.0	Orthodox (Russian/Greek/etc.)
702070275	Singapore	Urban	English	Female	16-24 years	Singapore	Singapore	Malaysia	English	Bachelor or equivalent (ISCED 6)	7.0	Roman Catholic
566070723	Nigeria	Urban	Yoruba	Male	35-44 years	Nigeria	Nigeria	Nigeria	Yoruba	Master or equivalent (ISCED 7)	4.0	Protestant
462070055	Maldives	Rural	1105	Male	35-44 years	462	462	462	1105	Lower secondary education (ISCED 2)	3.0	Muslim
124075442	Canada	Urban	English	Male	35-44 years	Canada	Canada	Canada	English	Post-secondary non-tertiary education (ISCED 4)	6.0	Do not belong to a denomination
50070591	Bangladesh	Rural	Bengali; Bangla	Female	25-34 years	Bangladesh	Bangladesh	Bangladesh	Bengali; Bangla	Master or equivalent (ISCED 7)	7.0	Muslim
504070686	Morocco	Rural	Arabic	Female	16-24 years	Morocco	Morocco	Morocco	Arabic	Upper secondary education (ISCED 3)	4.0	Muslim
788070074	Tunisia	Rural	Arabic	Male	35-44 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Master or equivalent (ISCED 7)	2.0	Muslim
104070144	Myanmar	Urban	Burmese	Female	16-24 years	Myanmar	Myanmar	Myanmar	Burmese	Upper secondary education (ISCED 3)	5.0	Buddhist
434071049	Libya	Urban	Arabic	Male	16-24 years	Libya	Libya	Libya	Arabic	Short-cycle tertiary education (ISCED 5)	7.0	Muslim
704070854	Vietnam	Urban	Vietnamese	Male	35-44 years	Vietnam	Vietnam	Vietnam	Vietnamese	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
422070950	Lebanon	Rural	Arabic	Female	25-34 years	Lebanon	Lebanon	Lebanon	Arabic	Short-cycle tertiary education (ISCED 5)	5.0	Muslim
158070591	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	35-44 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Hokkien; Minnan	Lower secondary education (ISCED 2)	5.0	Buddhist
496070715	Mongolia	Urban	Mongolian	Female	16-24 years	Mongolia	Mongolia	Mongolia	Mongolian	Post-secondary non-tertiary education (ISCED 4)	10.0	Do not belong to a denomination
764070412	Thailand	Rural	Thai; Central Thai	Male	55-64 years	Thailand	Thailand	Thailand	Esan	Primary education (ISCED 1)	4.0	Buddhist
404071248	Kenya	Urban	English	Male	25-34 years	Kenya	Kenya	Kenya	Kikuyu; Gikuyu	Short-cycle tertiary education (ISCED 5)	1.0	Protestant
360070774	Indonesia	Urban	Indonesian	Female	25-34 years	Indonesia	Indonesia	Indonesia	Indonesian	Lower secondary education (ISCED 2)	1.0	Muslim
170077917	Colombia	Urban	Spanish; Castilian	Male	45-54 years	Colombia	Colombia	Colombia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	6.0	Roman Catholic
276071394	Germany	Urban	German	Male	65 and over	Germany	Germany	Germany	German	Short-cycle tertiary education (ISCED 5)	8.0	Do not belong to a denomination
124072633	Canada	Urban	English	Female	35-44 years	Mongolia	Mongolia	Mongolia	English	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
840073398	United States	Urban	English	Male	65 and over	United States	United States	United States	English	Bachelor or equivalent (ISCED 6)	4.0	Protestant
703071166	Slovakia	Urban	Slovak	Female	25-34 years	Slovakia	Slovakia	Slovakia	Slovak	Upper secondary education (ISCED 3)	4.0	Roman Catholic
909070090	Northern Ireland	Urban	English	Female	25-34 years	Lithuania			Other	Lower secondary education (ISCED 2)	3.0	Roman Catholic
840071309	United States	Urban	English	Female	25-34 years	United States	United States	United States	English	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
124072113	Canada	Urban	French	Female	35-44 years	France	France	France	French	Master or equivalent (ISCED 7)	7.0	Do not belong to a denomination
320071214	Guatemala	Rural	Spanish; Castilian	Male	45-54 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	6.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
360070658	Indonesia	Urban	Indonesian	Male	16-24 years	Indonesia	Indonesia	Indonesia	Indonesian	Upper secondary education (ISCED 3)	5.0	Muslim
170074803	Colombia	Urban	Spanish; Castilian	Female	55-64 years	Colombia	Colombia	Colombia	Spanish; Castilian	Primary education (ISCED 1)	6.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
231071151	Ethiopia	Urban	Amharic	Male	16-24 years	Ethiopia	Ethiopia	Ethiopia	Amharic	Upper secondary education (ISCED 3)	8.0	Orthodox (Russian/Greek/etc.)
196070332	Cyprus	Rural	Greek, Modern	Female	35-44 years	Romania	Romania	Romania	Greek, Modern	Short-cycle tertiary education (ISCED 5)	6.0	Orthodox (Russian/Greek/etc.)
643071680	Russia	Urban	Russian	Female	55-64 years	Russia	Russia	Russia	Russian	Short-cycle tertiary education (ISCED 5)	4.0	Orthodox (Russian/Greek/etc.)
630070758	Puerto Rico	Urban	Spanish; Castilian	Male	65 and over	Puerto Rico	Puerto Rico	Puerto Rico	Spanish; Castilian	Lower secondary education (ISCED 2)	5.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
434070753	Libya	Urban	Arabic	Male	16-24 years	Libya	Libya	Libya	Arabic	Upper secondary education (ISCED 3)	7.0	Muslim
504070835	Morocco	Urban	Arabic	Male	16-24 years	Morocco	Morocco	Morocco	Arabic	Short-cycle tertiary education (ISCED 5)	6.0	Muslim
360071878	Indonesia	Rural	Indonesian	Female	45-54 years	Indonesia	Indonesia	Indonesia	Javanese	Primary education (ISCED 1)	10.0	Muslim
792071715	Turkey	Rural	Turkish	Female	25-34 years	Turkey	Turkey	Turkey		Upper secondary education (ISCED 3)	6.0	Muslim
417070604	Kyrgyzstan	Rural	Kirghiz; Kyrgyz	Male	45-54 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Upper secondary education (ISCED 3)	5.0	Muslim
36070332	Australia	Urban	English	Male	65 and over	New Zealand	New Zealand	New Zealand	English	Post-secondary non-tertiary education (ISCED 4)	4.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
688070899	Serbia	Rural	Serbian	Male	65 and over	Serbia	Serbia	Serbia	Serbian	Post-secondary non-tertiary education (ISCED 4)	6.0	Orthodox (Russian/Greek/etc.)
196070126	Cyprus	Rural	Greek, Modern	Male	55-64 years	Cyprus	Cyprus	Cyprus	Greek, Modern	Lower secondary education (ISCED 2)	6.0	Orthodox (Russian/Greek/etc.)
642070938	Romania	Rural	Romanian, Moldavian, Moldovan	Female	16-24 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Lower secondary education (ISCED 2)	9.0	Protestant
203070281	Czechia	Urban	Czech	Female	45-54 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Lower secondary education (ISCED 2)	2.0	Do not belong to a denomination
124072668	Canada	Urban	French	Female	25-34 years	Canada	Canada	Canada	French	Short-cycle tertiary education (ISCED 5)	7.0	Do not belong to a denomination
630070610	Puerto Rico	Urban	Spanish; Castilian	Female	16-24 years	Puerto Rico	Puerto Rico	Puerto Rico	Spanish; Castilian	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
156072831	China	Rural	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years				Other Chinese dialects	Lower secondary education (ISCED 2)	3.0	Do not belong to a denomination
586071018	Pakistan	Rural	Urdu	Female	35-44 years	Pakistan	Pakistan	Pakistan	Saraiki	Primary education (ISCED 1)	6.0	Muslim
156071753	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	45-54 years				Other Chinese dialects	Lower secondary education (ISCED 2)	5.0	
364071417	Iran	Urban	Persian; Farsi; Dari	Male	45-54 years	Iran	Iran	Iran	Persian; Farsi; Dari	Short-cycle tertiary education (ISCED 5)	3.0	Muslim
630070931	Puerto Rico	Urban	Spanish; Castilian	Female	45-54 years	Puerto Rico	Puerto Rico	Puerto Rico	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
462070189	Maldives	Rural	1105	Male	65 and over	462	462	462	1105	Primary education (ISCED 1)	6.0	Muslim
434070952	Libya	Urban	Arabic	Female	16-24 years	Libya	Libya	Libya	Arabic	Bachelor or equivalent (ISCED 6)	7.0	Muslim
566070205	Nigeria	Rural	Igbo	Female	16-24 years	Nigeria	Nigeria	Nigeria	Igbo	Upper secondary education (ISCED 3)	7.0	Protestant
124075251	Canada	Urban	English	Female	65 and over	United Kingdom	United Kingdom	United Kingdom	English	Lower secondary education (ISCED 2)	7.0	Roman Catholic
703070654	Slovakia	Rural	Slovak	Male	45-54 years	Slovakia	Slovakia	Slovakia	Slovak	Upper secondary education (ISCED 3)	5.0	Roman Catholic
231071144	Ethiopia	Rural	Amharic	Female	16-24 years	Ethiopia	Ethiopia	Ethiopia	Oromo	Upper secondary education (ISCED 3)	3.0	Muslim
404071124	Kenya	Rural	English	Male	35-44 years	Kenya	Kenya	Kenya	Kalenjin	Lower secondary education (ISCED 2)	6.0	Protestant
764071072	Thailand	Urban	Thai; Central Thai	Male	65 and over	Thailand	Thailand	Thailand	Thai; Central Thai	Primary education (ISCED 1)	8.0	Buddhist
124076061	Canada	Rural	English	Male	35-44 years	Canada	Canada	Jamaica	English	Short-cycle tertiary education (ISCED 5)	4.0	Do not belong to a denomination
392070968	Japan	Urban	Japanese	Female	35-44 years	Japan	Japan	Japan	Japanese	Upper secondary education (ISCED 3)	2.0	Do not belong to a denomination
124070063	Canada	Urban	English	Male	55-64 years	Canada	Canada	Canada	English	Bachelor or equivalent (ISCED 6)	9.0	Roman Catholic
788070470	Tunisia	Urban	Arabic	Female	35-44 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Post-secondary non-tertiary education (ISCED 4)	4.0	Muslim
764070710	Thailand	Rural	Thai; Central Thai	Male	45-54 years	Thailand	Thailand	Thailand	Esan	Primary education (ISCED 1)	4.0	Buddhist
392070868	Japan	Urban	Japanese	Male	35-44 years	Japan	Japan	Japan	Japanese	Upper secondary education (ISCED 3)	5.0	
417070834	Kyrgyzstan	Rural	Kirghiz; Kyrgyz	Female	45-54 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Master or equivalent (ISCED 7)	5.0	Muslim
170074168	Colombia	Urban	Spanish; Castilian	Male	25-34 years	Colombia	Colombia	Colombia	Spanish; Castilian	Lower secondary education (ISCED 2)	8.0	Roman Catholic
368070295	Iraq	Rural	Arabic	Female	25-34 years	Iraq	Iraq	Iraq	Arabic	Lower secondary education (ISCED 2)	5.0	Muslim
